neotoma_names,name,rank,id
Thalictrum,Tracheophyta,phylum,7707728
Thalictrum,Magnoliopsida,class,220
Thalictrum,Ranunculales,order,399
Thalictrum,Ranunculaceae,family,2410
Thalictrum,Thalictrum,genus,3033112
Tilia,Plantae,kingdom,6
Tilia,Tracheophyta,phylum,7707728
Tilia,Magnoliopsida,class,220
Tilia,Malvales,order,941
Tilia,Malvaceae,family,6685
Tilia,Tilia,genus,3152041
Tillandsia,Plantae,kingdom,6
Tillandsia,Tracheophyta,phylum,7707728
Tillandsia,Liliopsida,class,196
Tillandsia,Poales,order,1369
Tillandsia,Bromeliaceae,family,3740
Tillandsia,Tillandsia,genus,8279994
Trema,Plantae,kingdom,6
Trema,Tracheophyta,phylum,7707728
Trema,Magnoliopsida,class,220
Trema,Rosales,order,691
Trema,Cannabaceae,family,2384
Trema,Trema,genus,2984500
Trifolium repens-type,Plantae,kingdom,6
Trifolium repens-type,Tracheophyta,phylum,7707728
Trifolium repens-type,Magnoliopsida,class,220
Trifolium repens-type,Fabales,order,1370
Trifolium repens-type,Fabaceae,family,5386
Trifolium repens-type,Trifolium,genus,2973363
Trifolium repens-type,Animalia,kingdom,1
Trifolium repens-type,Platyhelminthes,phylum,108
Trifolium repens-type,Trematoda,class,345
Trifolium repens-type,Plagiorchiida,order,434
Trifolium repens-type,Psilostomidae,family,4345426
Trifolium repens-type,Trifolium,genus,3268117
Tsuga,Plantae,kingdom,6
Tsuga,Tracheophyta,phylum,7707728
Tsuga,Pinopsida,class,194
Tsuga,Pinales,order,640
Tsuga,Pinaceae,family,3925
Tsuga,Tsuga,genus,8527396
Ulmus,Plantae,kingdom,6
Ulmus,Tracheophyta,phylum,7707728
Ulmus,Magnoliopsida,class,220
Ulmus,Rosales,order,691
Ulmus,Ulmaceae,family,2382
Ulmus,Ulmus,genus,2984510
Urticaceae undiff.,Plantae,kingdom,6
Urticaceae undiff.,Tracheophyta,phylum,7707728
Urticaceae undiff.,Magnoliopsida,class,220
Urticaceae undiff.,Rosales,order,691
Urticaceae undiff.,Urticaceae,family,6639
Viburnum,Plantae,kingdom,6
Viburnum,Tracheophyta,phylum,7707728
Viburnum,Magnoliopsida,class,220
Viburnum,Dipsacales,order,946
Viburnum,Viburnaceae,family,4924416
Viburnum,Viburnum,genus,2888580
Vitis,Plantae,kingdom,6
Vitis,Tracheophyta,phylum,7707728
Vitis,Magnoliopsida,class,220
Vitis,Vitales,order,7222050
Vitis,Vitaceae,family,6672
Vitis,Vitis,genus,7467468
Xanthium,Plantae,kingdom,6
Xanthium,Tracheophyta,phylum,7707728
Xanthium,Magnoliopsida,class,220
Xanthium,Asterales,order,414
Xanthium,Asteraceae,family,3065
Xanthium,Xanthium,genus,3089139
Ximenia,Plantae,kingdom,6
Ximenia,Tracheophyta,phylum,7707728
Ximenia,Magnoliopsida,class,220
Ximenia,Santalales,order,934
Ximenia,Ximeniaceae,family,4930777
Ximenia,Ximenia,genus,2889810
Xyris,Plantae,kingdom,6
Xyris,Tracheophyta,phylum,7707728
Xyris,Liliopsida,class,196
Xyris,Poales,order,1369
Xyris,Xyridaceae,family,8496
Xyris,Xyris,genus,2692599
Alnus incana,Plantae,kingdom,6
Alnus incana,Tracheophyta,phylum,7707728
Alnus incana,Magnoliopsida,class,220
Alnus incana,Fagales,order,1354
Alnus incana,Betulaceae,family,4688
Alnus incana,Alnus,genus,2876099
Alnus incana,Alnus incana,species,9148577
Alnus undiff.,Plantae,kingdom,6
Alnus undiff.,Tracheophyta,phylum,7707728
Alnus undiff.,Magnoliopsida,class,220
Alnus undiff.,Fagales,order,1354
Alnus undiff.,Betulaceae,family,4688
Alnus undiff.,Alnus,genus,2876099
Amaranthaceae,Plantae,kingdom,6
Amaranthaceae,Tracheophyta,phylum,7707728
Amaranthaceae,Magnoliopsida,class,220
Amaranthaceae,Caryophyllales,order,422
Amaranthaceae,Amaranthaceae,family,3064
Amelanchier,Plantae,kingdom,6
Amelanchier,Tracheophyta,phylum,7707728
Amelanchier,Magnoliopsida,class,220
Amelanchier,Rosales,order,691
Amelanchier,Rosaceae,family,5015
Amelanchier,Amelanchier,genus,3023817
Arceuthobium,Plantae,kingdom,6
Arceuthobium,Tracheophyta,phylum,7707728
Arceuthobium,Magnoliopsida,class,220
Arceuthobium,Santalales,order,934
Arceuthobium,Viscaceae,family,2399
Arceuthobium,Arceuthobium,genus,2889830
Brassicaceae,Plantae,kingdom,6
Brassicaceae,Tracheophyta,phylum,7707728
Brassicaceae,Magnoliopsida,class,220
Brassicaceae,Brassicales,order,7225535
Brassicaceae,Brassicaceae,family,3112
Ephedra,Plantae,kingdom,6
Ephedra,Tracheophyta,phylum,7707728
Ephedra,Gnetopsida,class,282
Ephedra,Ephedrales,order,424
Ephedra,Ephedraceae,family,3114
Ephedra,Ephedra,genus,2653237
Eriogonum,Plantae,kingdom,6
Eriogonum,Tracheophyta,phylum,7707728
Eriogonum,Magnoliopsida,class,220
Eriogonum,Caryophyllales,order,422
Eriogonum,Polygonaceae,family,2416
Eriogonum,Eriogonum,genus,8381158
Fabaceae,Plantae,kingdom,6
Fabaceae,Tracheophyta,phylum,7707728
Fabaceae,Magnoliopsida,class,220
Fabaceae,Fabales,order,1370
Fabaceae,Fabaceae,family,5386
Fraxinus,Plantae,kingdom,6
Fraxinus,Tracheophyta,phylum,7707728
Fraxinus,Magnoliopsida,class,220
Fraxinus,Lamiales,order,408
Fraxinus,Oleaceae,family,6652
Fraxinus,Fraxinus,genus,3172323
Juniperus,Plantae,kingdom,6
Juniperus,Tracheophyta,phylum,7707728
Juniperus,Pinopsida,class,194
Juniperus,Pinales,order,640
Juniperus,Cupressaceae,family,8144
Juniperus,Juniperus,genus,2684359
Pinus albicaulis-type,Plantae,kingdom,6
Pinus albicaulis-type,Tracheophyta,phylum,7707728
Pinus albicaulis-type,Pinopsida,class,194
Pinus albicaulis-type,Pinales,order,640
Pinus albicaulis-type,Pinaceae,family,3925
Pinus albicaulis-type,Pinus,genus,2684241
Pinus contorta-type,Plantae,kingdom,6
Pinus contorta-type,Tracheophyta,phylum,7707728
Pinus contorta-type,Pinopsida,class,194
Pinus contorta-type,Pinales,order,640
Pinus contorta-type,Pinaceae,family,3925
Pinus contorta-type,Pinus,genus,2684241
Polygonaceae undiff.,Plantae,kingdom,6
Polygonaceae undiff.,Tracheophyta,phylum,7707728
Polygonaceae undiff.,Magnoliopsida,class,220
Polygonaceae undiff.,Caryophyllales,order,422
Polygonaceae undiff.,Polygonaceae,family,2416
Potentilla,Plantae,kingdom,6
Potentilla,Tracheophyta,phylum,7707728
Potentilla,Magnoliopsida,class,220
Potentilla,Rosales,order,691
Potentilla,Rosaceae,family,5015
Potentilla,Potentilla,genus,8079058
Pseudotsuga,Plantae,kingdom,6
Pseudotsuga,Tracheophyta,phylum,7707728
Pseudotsuga,Pinopsida,class,194
Pseudotsuga,Pinales,order,640
Pseudotsuga,Pinaceae,family,3925
Pseudotsuga,Pseudotsuga,genus,2685775
Sarcobatus,Plantae,kingdom,6
Sarcobatus,Tracheophyta,phylum,7707728
Sarcobatus,Magnoliopsida,class,220
Sarcobatus,Caryophyllales,order,422
Sarcobatus,Sarcobataceae,family,3715435
Sarcobatus,Sarcobatus,genus,3083989
Sphaeralcea,Plantae,kingdom,6
Sphaeralcea,Tracheophyta,phylum,7707728
Sphaeralcea,Magnoliopsida,class,220
Sphaeralcea,Malvales,order,941
Sphaeralcea,Malvaceae,family,6685
Sphaeralcea,Sphaeralcea,genus,7412190
Acer,Plantae,kingdom,6
Acer,Tracheophyta,phylum,7707728
Acer,Magnoliopsida,class,220
Acer,Sapindales,order,933
Acer,Sapindaceae,family,6657
Acer,Acer,genus,3189834
Alnus,Plantae,kingdom,6
Alnus,Tracheophyta,phylum,7707728
Alnus,Magnoliopsida,class,220
Alnus,Fagales,order,1354
Alnus,Betulaceae,family,4688
Alnus,Alnus,genus,2876099
Asteraceae undiff.,Plantae,kingdom,6
Asteraceae undiff.,Tracheophyta,phylum,7707728
Asteraceae undiff.,Magnoliopsida,class,220
Asteraceae undiff.,Asterales,order,414
Asteraceae undiff.,Asteraceae,family,3065
Castanea,Plantae,kingdom,6
Castanea,Tracheophyta,phylum,7707728
Castanea,Magnoliopsida,class,220
Castanea,Fagales,order,1354
Castanea,Fagaceae,family,4689
Castanea,Castanea,genus,2882140
Cornus,Plantae,kingdom,6
Cornus,Tracheophyta,phylum,7707728
Cornus,Magnoliopsida,class,220
Cornus,Cornales,order,949
Cornus,Cornaceae,family,6713
Cornus,Cornus,genus,3082226
Juglans,Plantae,kingdom,6
Juglans,Tracheophyta,phylum,7707728
Juglans,Magnoliopsida,class,220
Juglans,Fagales,order,1354
Juglans,Juglandaceae,family,2499
Juglans,Juglans,genus,3054350
Pinus,Plantae,kingdom,6
Pinus,Tracheophyta,phylum,7707728
Pinus,Pinopsida,class,194
Pinus,Pinales,order,640
Pinus,Pinaceae,family,3925
Pinus,Pinus,genus,2684241
Rosaceae,Plantae,kingdom,6
Rosaceae,Tracheophyta,phylum,7707728
Rosaceae,Magnoliopsida,class,220
Rosaceae,Rosales,order,691
Rosaceae,Rosaceae,family,5015
Cupressaceae,Plantae,kingdom,6
Cupressaceae,Tracheophyta,phylum,7707728
Cupressaceae,Pinopsida,class,194
Cupressaceae,Pinales,order,640
Cupressaceae,Cupressaceae,family,8144
Elaeagnus,Plantae,kingdom,6
Elaeagnus,Tracheophyta,phylum,7707728
Elaeagnus,Magnoliopsida,class,220
Elaeagnus,Rosales,order,691
Elaeagnus,Elaeagnaceae,family,2408
Elaeagnus,Elaeagnus,genus,3039266
Ephedra viridis-type,Plantae,kingdom,6
Ephedra viridis-type,Tracheophyta,phylum,7707728
Ephedra viridis-type,Gnetopsida,class,282
Ephedra viridis-type,Ephedrales,order,424
Ephedra viridis-type,Ephedraceae,family,3114
Ephedra viridis-type,Ephedra,genus,2653237
Euphorbiaceae,Plantae,kingdom,6
Euphorbiaceae,Tracheophyta,phylum,7707728
Euphorbiaceae,Magnoliopsida,class,220
Euphorbiaceae,Malpighiales,order,1414
Euphorbiaceae,Euphorbiaceae,family,4691
Lamiaceae undiff.,Plantae,kingdom,6
Lamiaceae undiff.,Tracheophyta,phylum,7707728
Lamiaceae undiff.,Magnoliopsida,class,220
Lamiaceae undiff.,Lamiales,order,408
Lamiaceae undiff.,Lamiaceae,family,2497
Larix,Plantae,kingdom,6
Larix,Tracheophyta,phylum,7707728
Larix,Pinopsida,class,194
Larix,Pinales,order,640
Larix,Pinaceae,family,3925
Larix,Larix,genus,2686156
Malvaceae sensu stricto,Plantae,kingdom,6
Malvaceae sensu stricto,Tracheophyta,phylum,7707728
Malvaceae sensu stricto,Magnoliopsida,class,220
Malvaceae sensu stricto,Malvales,order,941
Malvaceae sensu stricto,Malvaceae,family,6685
Persicaria lapathifolia-type,Plantae,kingdom,6
Persicaria lapathifolia-type,Tracheophyta,phylum,7707728
Persicaria lapathifolia-type,Magnoliopsida,class,220
Persicaria lapathifolia-type,Caryophyllales,order,422
Persicaria lapathifolia-type,Polygonaceae,family,2416
Persicaria lapathifolia-type,Persicaria,genus,6390748
Plantago major,Plantae,kingdom,6
Plantago major,Tracheophyta,phylum,7707728
Plantago major,Magnoliopsida,class,220
Plantago major,Lamiales,order,408
Plantago major,Plantaginaceae,family,2420
Plantago major,Plantago,genus,3189695
Plantago major,Plantago major,species,3189767
Polemonium,Plantae,kingdom,6
Polemonium,Tracheophyta,phylum,7707728
Polemonium,Magnoliopsida,class,220
Polemonium,Ericales,order,1353
Polemonium,Polemoniaceae,family,6648
Polemonium,Polemonium,genus,2927831
Polygonum aviculare-type,Plantae,kingdom,6
Polygonum aviculare-type,Tracheophyta,phylum,7707728
Polygonum aviculare-type,Magnoliopsida,class,220
Polygonum aviculare-type,Caryophyllales,order,422
Polygonum aviculare-type,Polygonaceae,family,2416
Polygonum aviculare-type,Polygonum,genus,2889077
Primulaceae,Plantae,kingdom,6
Primulaceae,Tracheophyta,phylum,7707728
Primulaceae,Magnoliopsida,class,220
Primulaceae,Ericales,order,1353
Primulaceae,Primulaceae,family,6674
Rhamnus,Plantae,kingdom,6
Rhamnus,Tracheophyta,phylum,7707728
Rhamnus,Magnoliopsida,class,220
Rhamnus,Rosales,order,691
Rhamnus,Rhamnaceae,family,2407
Rhamnus,Rhamnus,genus,3039471
Sarcobatus vermiculatus,Plantae,kingdom,6
Sarcobatus vermiculatus,Tracheophyta,phylum,7707728
Sarcobatus vermiculatus,Magnoliopsida,class,220
Sarcobatus vermiculatus,Caryophyllales,order,422
Sarcobatus vermiculatus,Sarcobataceae,family,3715435
Sarcobatus vermiculatus,Sarcobatus,genus,3083989
Sarcobatus vermiculatus,Sarcobatus vermiculatus,species,3083990
Saxifragaceae,Plantae,kingdom,6
Saxifragaceae,Tracheophyta,phylum,7707728
Saxifragaceae,Magnoliopsida,class,220
Saxifragaceae,Saxifragales,order,7219248
Saxifragaceae,Saxifragaceae,family,2402
Scrophulariaceae,Plantae,kingdom,6
Scrophulariaceae,Tracheophyta,phylum,7707728
Scrophulariaceae,Magnoliopsida,class,220
Scrophulariaceae,Lamiales,order,408
Scrophulariaceae,Scrophulariaceae,family,2390
Solanaceae,Plantae,kingdom,6
Solanaceae,Tracheophyta,phylum,7707728
Solanaceae,Magnoliopsida,class,220
Solanaceae,Solanales,order,1176
Solanaceae,Solanaceae,family,7717
Viscaceae sensu stricto,Plantae,kingdom,6
Viscaceae sensu stricto,Tracheophyta,phylum,7707728
Viscaceae sensu stricto,Magnoliopsida,class,220
Viscaceae sensu stricto,Santalales,order,934
Viscaceae sensu stricto,Viscaceae,family,2399
Ambrosia,Plantae,kingdom,6
Ambrosia,Tracheophyta,phylum,7707728
Ambrosia,Magnoliopsida,class,220
Ambrosia,Asterales,order,414
Ambrosia,Asteraceae,family,3065
Ambrosia,Ambrosia,genus,3110576
Arctostaphylos,Plantae,kingdom,6
Arctostaphylos,Tracheophyta,phylum,7707728
Arctostaphylos,Magnoliopsida,class,220
Arctostaphylos,Ericales,order,1353
Arctostaphylos,Ericaceae,family,2505
Arctostaphylos,Arctostaphylos,genus,2882486
Berberis,Plantae,kingdom,6
Berberis,Tracheophyta,phylum,7707728
Berberis,Magnoliopsida,class,220
Berberis,Ranunculales,order,399
Berberis,Berberidaceae,family,6673
Berberis,Berberis,genus,3033893
Bistorta bistortoides,Plantae,kingdom,6
Bistorta bistortoides,Tracheophyta,phylum,7707728
Bistorta bistortoides,Magnoliopsida,class,220
Bistorta bistortoides,Caryophyllales,order,422
Bistorta bistortoides,Polygonaceae,family,2416
Bistorta bistortoides,Bistorta,genus,8148051
Bistorta bistortoides,Bistorta bistortoides,species,2889291
Cactaceae,Plantae,kingdom,6
Cactaceae,Tracheophyta,phylum,7707728
Cactaceae,Magnoliopsida,class,220
Cactaceae,Caryophyllales,order,422
Cactaceae,Cactaceae,family,2519
Cercocarpus,Plantae,kingdom,6
Cercocarpus,Tracheophyta,phylum,7707728
Cercocarpus,Magnoliopsida,class,220
Cercocarpus,Rosales,order,691
Cercocarpus,Rosaceae,family,5015
Cercocarpus,Cercocarpus,genus,3001885
Cirsium,Plantae,kingdom,6
Cirsium,Tracheophyta,phylum,7707728
Cirsium,Magnoliopsida,class,220
Cirsium,Asterales,order,414
Cirsium,Asteraceae,family,3065
Cirsium,Cirsium,genus,3112554
Holodiscus,Plantae,kingdom,6
Holodiscus,Tracheophyta,phylum,7707728
Holodiscus,Magnoliopsida,class,220
Holodiscus,Rosales,order,691
Holodiscus,Rosaceae,family,5015
Holodiscus,Holodiscus,genus,2987758
Liliaceae,Plantae,kingdom,6
Liliaceae,Tracheophyta,phylum,7707728
Liliaceae,Liliopsida,class,196
Liliaceae,Liliales,order,1172
Liliaceae,Liliaceae,family,7699
Lonicera,Plantae,kingdom,6
Lonicera,Tracheophyta,phylum,7707728
Lonicera,Magnoliopsida,class,220
Lonicera,Dipsacales,order,946
Lonicera,Caprifoliaceae,family,6710
Lonicera,Lonicera,genus,2888645
Parkinsonia,Plantae,kingdom,6
Parkinsonia,Tracheophyta,phylum,7707728
Parkinsonia,Magnoliopsida,class,220
Parkinsonia,Fabales,order,1370
Parkinsonia,Fabaceae,family,5386
Parkinsonia,Parkinsonia,genus,2964820
Parkinsonia,Animalia,kingdom,1
Parkinsonia,Mollusca,phylum,52
Parkinsonia,Cephalopoda,class,136
Parkinsonia,Parkinsoniidae,family,3245851
Parkinsonia,Parkinsonia,genus,3245852
Pinus edulis-type,Plantae,kingdom,6
Pinus edulis-type,Tracheophyta,phylum,7707728
Pinus edulis-type,Pinopsida,class,194
Pinus edulis-type,Pinales,order,640
Pinus edulis-type,Pinaceae,family,3925
Pinus edulis-type,Pinus,genus,2684241
Pinus flexilis-type,Plantae,kingdom,6
Pinus flexilis-type,Tracheophyta,phylum,7707728
Pinus flexilis-type,Pinopsida,class,194
Pinus flexilis-type,Pinales,order,640
Pinus flexilis-type,Pinaceae,family,3925
Pinus flexilis-type,Pinus,genus,2684241
Polygonum sensu lato undiff.,Plantae,kingdom,6
Polygonum sensu lato undiff.,Tracheophyta,phylum,7707728
Polygonum sensu lato undiff.,Magnoliopsida,class,220
Polygonum sensu lato undiff.,Caryophyllales,order,422
Polygonum sensu lato undiff.,Polygonaceae,family,2416
Polygonum sensu lato undiff.,Polygonum,genus,2889077
Portulacaceae,Plantae,kingdom,6
Portulacaceae,Tracheophyta,phylum,7707728
Portulacaceae,Magnoliopsida,class,220
Portulacaceae,Caryophyllales,order,422
Portulacaceae,Portulacaceae,family,6717
Ranunculus,Plantae,kingdom,6
Ranunculus,Tracheophyta,phylum,7707728
Ranunculus,Magnoliopsida,class,220
Ranunculus,Ranunculales,order,399
Ranunculus,Ranunculaceae,family,2410
Ranunculus,Ranunculus,genus,3033294
Ribes,Plantae,kingdom,6
Ribes,Tracheophyta,phylum,7707728
Ribes,Magnoliopsida,class,220
Ribes,Saxifragales,order,7219248
Ribes,Grossulariaceae,family,2403
Ribes,Ribes,genus,2986095
Rubus,Plantae,kingdom,6
Rubus,Tracheophyta,phylum,7707728
Rubus,Magnoliopsida,class,220
Rubus,Rosales,order,691
Rubus,Rosaceae,family,5015
Rubus,Rubus,genus,2988638
Trixis,Plantae,kingdom,6
Trixis,Tracheophyta,phylum,7707728
Trixis,Magnoliopsida,class,220
Trixis,Asterales,order,414
Trixis,Asteraceae,family,3065
Trixis,Trixis,genus,5398941
Acer negundo,Plantae,kingdom,6
Acer negundo,Tracheophyta,phylum,7707728
Acer negundo,Magnoliopsida,class,220
Acer negundo,Sapindales,order,933
Acer negundo,Sapindaceae,family,6657
Acer negundo,Acer,genus,3189834
Acer negundo,Acer negundo,species,3189866
Acer saccharinum-type,Plantae,kingdom,6
Acer saccharinum-type,Tracheophyta,phylum,7707728
Acer saccharinum-type,Magnoliopsida,class,220
Acer saccharinum-type,Sapindales,order,933
Acer saccharinum-type,Sapindaceae,family,6657
Acer saccharinum-type,Acer,genus,3189834
Caprifoliaceae sensu lato undiff.,Plantae,kingdom,6
Caprifoliaceae sensu lato undiff.,Tracheophyta,phylum,7707728
Caprifoliaceae sensu lato undiff.,Magnoliopsida,class,220
Caprifoliaceae sensu lato undiff.,Dipsacales,order,946
Caprifoliaceae sensu lato undiff.,Caprifoliaceae,family,6710
Fraxinus (tetracolpate),Plantae,kingdom,6
Fraxinus (tetracolpate),Tracheophyta,phylum,7707728
Fraxinus (tetracolpate),Magnoliopsida,class,220
Fraxinus (tetracolpate),Lamiales,order,408
Fraxinus (tetracolpate),Oleaceae,family,6652
Fraxinus (tetracolpate),Fraxinus,genus,3172323
Fraxinus (tricolpate),Plantae,kingdom,6
Fraxinus (tricolpate),Tracheophyta,phylum,7707728
Fraxinus (tricolpate),Magnoliopsida,class,220
Fraxinus (tricolpate),Lamiales,order,408
Fraxinus (tricolpate),Oleaceae,family,6652
Fraxinus (tricolpate),Fraxinus,genus,3172323
Juglans cinerea,Plantae,kingdom,6
Juglans cinerea,Tracheophyta,phylum,7707728
Juglans cinerea,Magnoliopsida,class,220
Juglans cinerea,Fagales,order,1354
Juglans cinerea,Juglandaceae,family,2499
Juglans cinerea,Juglans,genus,3054350
Juglans cinerea,Juglans cinerea,species,3054352
Juglans nigra,Plantae,kingdom,6
Juglans nigra,Tracheophyta,phylum,7707728
Juglans nigra,Magnoliopsida,class,220
Juglans nigra,Fagales,order,1354
Juglans nigra,Juglandaceae,family,2499
Juglans nigra,Juglans,genus,3054350
Juglans nigra,Juglans nigra,species,3054357
Oxyria digyna,Plantae,kingdom,6
Oxyria digyna,Tracheophyta,phylum,7707728
Oxyria digyna,Magnoliopsida,class,220
Oxyria digyna,Caryophyllales,order,422
Oxyria digyna,Polygonaceae,family,2416
Oxyria digyna,Oxyria,genus,2889357
Oxyria digyna,Oxyria digyna,species,2889358
Rhamnaceae,Plantae,kingdom,6
Rhamnaceae,Tracheophyta,phylum,7707728
Rhamnaceae,Magnoliopsida,class,220
Rhamnaceae,Rosales,order,691
Rhamnaceae,Rhamnaceae,family,2407
Salsola,Plantae,kingdom,6
Salsola,Tracheophyta,phylum,7707728
Salsola,Magnoliopsida,class,220
Salsola,Caryophyllales,order,422
Salsola,Amaranthaceae,family,3064
Salsola,Salsola,genus,3083944
Asteroideae,Animalia,kingdom,1
Asteroideae,Echinodermata,phylum,50
Asteroideae,Asteroidea,class,214
Cyclachaena xanthiifolia,Plantae,kingdom,6
Cyclachaena xanthiifolia,Tracheophyta,phylum,7707728
Cyclachaena xanthiifolia,Magnoliopsida,class,220
Cyclachaena xanthiifolia,Asterales,order,414
Cyclachaena xanthiifolia,Asteraceae,family,3065
Cyclachaena xanthiifolia,Cyclachaena,genus,6445679
Cyclachaena xanthiifolia,Cyclachaena xanthiifolia,species,3141890
Ephedra nevadensis-type,Plantae,kingdom,6
Ephedra nevadensis-type,Tracheophyta,phylum,7707728
Ephedra nevadensis-type,Gnetopsida,class,282
Ephedra nevadensis-type,Ephedrales,order,424
Ephedra nevadensis-type,Ephedraceae,family,3114
Ephedra nevadensis-type,Ephedra,genus,2653237
Shepherdia argentea,Plantae,kingdom,6
Shepherdia argentea,Tracheophyta,phylum,7707728
Shepherdia argentea,Magnoliopsida,class,220
Shepherdia argentea,Rosales,order,691
Shepherdia argentea,Elaeagnaceae,family,2408
Shepherdia argentea,Shepherdia,genus,3039276
Shepherdia argentea,Shepherdia argentea,species,5372429
Abies balsamea,Plantae,kingdom,6
Abies balsamea,Tracheophyta,phylum,7707728
Abies balsamea,Pinopsida,class,194
Abies balsamea,Pinales,order,640
Abies balsamea,Pinaceae,family,3925
Abies balsamea,Abies,genus,2684876
Abies balsamea,Abies balsamea,species,2685383
Acer pensylvanicum,Plantae,kingdom,6
Acer pensylvanicum,Tracheophyta,phylum,7707728
Acer pensylvanicum,Magnoliopsida,class,220
Acer pensylvanicum,Sapindales,order,933
Acer pensylvanicum,Sapindaceae,family,6657
Acer pensylvanicum,Acer,genus,3189834
Acer pensylvanicum,Acer pensylvanicum,species,3189836
Acer saccharum,Plantae,kingdom,6
Acer saccharum,Tracheophyta,phylum,7707728
Acer saccharum,Magnoliopsida,class,220
Acer saccharum,Sapindales,order,933
Acer saccharum,Sapindaceae,family,6657
Acer saccharum,Acer,genus,3189834
Acer saccharum,Acer saccharum,species,3189859
Acer spicatum,Plantae,kingdom,6
Acer spicatum,Tracheophyta,phylum,7707728
Acer spicatum,Magnoliopsida,class,220
Acer spicatum,Sapindales,order,933
Acer spicatum,Sapindaceae,family,6657
Acer spicatum,Acer,genus,3189834
Acer spicatum,Acer spicatum,species,3189848
Alnus viridis-type,Plantae,kingdom,6
