neotoma_names,name,rank
Pinus contorta-type,Pinales,order
Pinus contorta-type,Pinaceae,family
Pinus contorta-type,Pinus,genus
Polygonaceae undiff.,Plantae,kingdom
Polygonaceae undiff.,Tracheophyta,phylum
Polygonaceae undiff.,Magnoliopsida,class
Polygonaceae undiff.,Caryophyllales,order
Polygonaceae undiff.,Polygonaceae,family
Potentilla,Plantae,kingdom
Potentilla,Tracheophyta,phylum
Potentilla,Magnoliopsida,class
Potentilla,Rosales,order
Potentilla,Rosaceae,family
Potentilla,Potentilla,genus
Pseudotsuga,Plantae,kingdom
Pseudotsuga,Tracheophyta,phylum
Pseudotsuga,Pinopsida,class
Pseudotsuga,Pinales,order
Pseudotsuga,Pinaceae,family
Pseudotsuga,Pseudotsuga,genus
Sarcobatus,Plantae,kingdom
Sarcobatus,Tracheophyta,phylum
Sarcobatus,Magnoliopsida,class
Sarcobatus,Caryophyllales,order
Sarcobatus,Sarcobataceae,family
Sarcobatus,Sarcobatus,genus
Sphaeralcea,Plantae,kingdom
Sphaeralcea,Tracheophyta,phylum
Sphaeralcea,Magnoliopsida,class
Sphaeralcea,Malvales,order
Sphaeralcea,Malvaceae,family
Sphaeralcea,Sphaeralcea,genus
Acer,Plantae,kingdom
Acer,Tracheophyta,phylum
Acer,Magnoliopsida,class
Acer,Sapindales,order
Acer,Sapindaceae,family
Acer,Acer,genus
Alnus,Plantae,kingdom
Alnus,Tracheophyta,phylum
Alnus,Magnoliopsida,class
Alnus,Fagales,order
Alnus,Betulaceae,family
Alnus,Alnus,genus
Asteraceae undiff.,Plantae,kingdom
Asteraceae undiff.,Tracheophyta,phylum
Asteraceae undiff.,Magnoliopsida,class
Asteraceae undiff.,Asterales,order
Asteraceae undiff.,Asteraceae,family
Castanea,Plantae,kingdom
Castanea,Tracheophyta,phylum
Castanea,Magnoliopsida,class
Castanea,Fagales,order
Castanea,Fagaceae,family
Castanea,Castanea,genus
Cornus,Plantae,kingdom
Cornus,Tracheophyta,phylum
Cornus,Magnoliopsida,class
Cornus,Cornales,order
Cornus,Cornaceae,family
Cornus,Cornus,genus
Juglans,Plantae,kingdom
Juglans,Tracheophyta,phylum
Juglans,Magnoliopsida,class
Juglans,Fagales,order
Juglans,Juglandaceae,family
Juglans,Juglans,genus
Pinus,Plantae,kingdom
Pinus,Tracheophyta,phylum
Pinus,Pinopsida,class
Pinus,Pinales,order
Pinus,Pinaceae,family
Pinus,Pinus,genus
Rosaceae,Plantae,kingdom
Rosaceae,Tracheophyta,phylum
Rosaceae,Magnoliopsida,class
Rosaceae,Rosales,order
Rosaceae,Rosaceae,family
Cupressaceae,Plantae,kingdom
Cupressaceae,Tracheophyta,phylum
Cupressaceae,Pinopsida,class
Cupressaceae,Pinales,order
Cupressaceae,Cupressaceae,family
Elaeagnus,Plantae,kingdom
Elaeagnus,Tracheophyta,phylum
Elaeagnus,Magnoliopsida,class
Elaeagnus,Rosales,order
Elaeagnus,Elaeagnaceae,family
Elaeagnus,Elaeagnus,genus
Ephedra viridis-type,Plantae,kingdom
Ephedra viridis-type,Tracheophyta,phylum
Ephedra viridis-type,Gnetopsida,class
Ephedra viridis-type,Ephedrales,order
Ephedra viridis-type,Ephedraceae,family
Ephedra viridis-type,Ephedra,genus
Euphorbiaceae,Plantae,kingdom
Euphorbiaceae,Tracheophyta,phylum
Euphorbiaceae,Magnoliopsida,class
Euphorbiaceae,Malpighiales,order
Euphorbiaceae,Euphorbiaceae,family
Lamiaceae undiff.,Plantae,kingdom
Lamiaceae undiff.,Tracheophyta,phylum
Lamiaceae undiff.,Magnoliopsida,class
Lamiaceae undiff.,Lamiales,order
Lamiaceae undiff.,Lamiaceae,family
Larix,Plantae,kingdom
Larix,Tracheophyta,phylum
Larix,Pinopsida,class
Larix,Pinales,order
Larix,Pinaceae,family
Larix,Larix,genus
Malvaceae sensu stricto,Plantae,kingdom
Malvaceae sensu stricto,Tracheophyta,phylum
Malvaceae sensu stricto,Magnoliopsida,class
Malvaceae sensu stricto,Malvales,order
Malvaceae sensu stricto,Malvaceae,family
Persicaria lapathifolia-type,Plantae,kingdom
Persicaria lapathifolia-type,Tracheophyta,phylum
Persicaria lapathifolia-type,Magnoliopsida,class
Persicaria lapathifolia-type,Caryophyllales,order
Persicaria lapathifolia-type,Polygonaceae,family
Persicaria lapathifolia-type,Persicaria,genus
Plantago major,Plantae,kingdom
Plantago major,Tracheophyta,phylum
Plantago major,Magnoliopsida,class
Plantago major,Lamiales,order
Plantago major,Plantaginaceae,family
Plantago major,Plantago,genus
Plantago major,Plantago major,species
Polemonium,Plantae,kingdom
Polemonium,Tracheophyta,phylum
Polemonium,Magnoliopsida,class
Polemonium,Ericales,order
Polemonium,Polemoniaceae,family
Polemonium,Polemonium,genus
Polygonum aviculare-type,Plantae,kingdom
Polygonum aviculare-type,Tracheophyta,phylum
Polygonum aviculare-type,Magnoliopsida,class
Polygonum aviculare-type,Caryophyllales,order
Polygonum aviculare-type,Polygonaceae,family
Polygonum aviculare-type,Polygonum,genus
Primulaceae,Plantae,kingdom
Primulaceae,Tracheophyta,phylum
Primulaceae,Magnoliopsida,class
Primulaceae,Ericales,order
Primulaceae,Primulaceae,family
Rhamnus,Plantae,kingdom
Rhamnus,Tracheophyta,phylum
Rhamnus,Magnoliopsida,class
Rhamnus,Rosales,order
Rhamnus,Rhamnaceae,family
Rhamnus,Rhamnus,genus
Sarcobatus vermiculatus,Plantae,kingdom
Sarcobatus vermiculatus,Tracheophyta,phylum
Sarcobatus vermiculatus,Magnoliopsida,class
Sarcobatus vermiculatus,Caryophyllales,order
Sarcobatus vermiculatus,Sarcobataceae,family
Sarcobatus vermiculatus,Sarcobatus,genus
Sarcobatus vermiculatus,Sarcobatus vermiculatus,species
Saxifragaceae,Plantae,kingdom
Saxifragaceae,Tracheophyta,phylum
Saxifragaceae,Magnoliopsida,class
Saxifragaceae,Saxifragales,order
Saxifragaceae,Saxifragaceae,family
Scrophulariaceae,Plantae,kingdom
Scrophulariaceae,Tracheophyta,phylum
Scrophulariaceae,Magnoliopsida,class
Scrophulariaceae,Lamiales,order
Scrophulariaceae,Scrophulariaceae,family
Solanaceae,Plantae,kingdom
Solanaceae,Tracheophyta,phylum
Solanaceae,Magnoliopsida,class
Solanaceae,Solanales,order
Solanaceae,Solanaceae,family
Viscaceae sensu stricto,Plantae,kingdom
Viscaceae sensu stricto,Tracheophyta,phylum
Viscaceae sensu stricto,Magnoliopsida,class
Viscaceae sensu stricto,Santalales,order
Viscaceae sensu stricto,Viscaceae,family
Ambrosia,Plantae,kingdom
Ambrosia,Tracheophyta,phylum
Ambrosia,Magnoliopsida,class
Ambrosia,Asterales,order
Ambrosia,Asteraceae,family
Ambrosia,Ambrosia,genus
Arctostaphylos,Plantae,kingdom
Arctostaphylos,Tracheophyta,phylum
Arctostaphylos,Magnoliopsida,class
Arctostaphylos,Ericales,order
Arctostaphylos,Ericaceae,family
Arctostaphylos,Arctostaphylos,genus
Berberis,Plantae,kingdom
Berberis,Tracheophyta,phylum
Berberis,Magnoliopsida,class
Berberis,Ranunculales,order
Berberis,Berberidaceae,family
Berberis,Berberis,genus
Bistorta bistortoides,Plantae,kingdom
Bistorta bistortoides,Tracheophyta,phylum
Bistorta bistortoides,Magnoliopsida,class
Bistorta bistortoides,Caryophyllales,order
Bistorta bistortoides,Polygonaceae,family
Bistorta bistortoides,Bistorta,genus
Bistorta bistortoides,Bistorta bistortoides,species
Cactaceae,Plantae,kingdom
Cactaceae,Tracheophyta,phylum
Cactaceae,Magnoliopsida,class
Cactaceae,Caryophyllales,order
Cactaceae,Cactaceae,family
Cercocarpus,Plantae,kingdom
Cercocarpus,Tracheophyta,phylum
Cercocarpus,Magnoliopsida,class
Cercocarpus,Rosales,order
Cercocarpus,Rosaceae,family
Cercocarpus,Cercocarpus,genus
Cirsium,Plantae,kingdom
Cirsium,Tracheophyta,phylum
Cirsium,Magnoliopsida,class
Cirsium,Asterales,order
Cirsium,Asteraceae,family
Cirsium,Cirsium,genus
Holodiscus,Plantae,kingdom
Holodiscus,Tracheophyta,phylum
Holodiscus,Magnoliopsida,class
Holodiscus,Rosales,order
Holodiscus,Rosaceae,family
Holodiscus,Holodiscus,genus
Liliaceae,Plantae,kingdom
Liliaceae,Tracheophyta,phylum
Liliaceae,Liliopsida,class
Liliaceae,Liliales,order
Liliaceae,Liliaceae,family
Lonicera,Plantae,kingdom
Lonicera,Tracheophyta,phylum
Lonicera,Magnoliopsida,class
Lonicera,Dipsacales,order
Lonicera,Caprifoliaceae,family
Lonicera,Lonicera,genus
Parkinsonia,Plantae,kingdom
Parkinsonia,Tracheophyta,phylum
Parkinsonia,Magnoliopsida,class
Parkinsonia,Fabales,order
Parkinsonia,Fabaceae,family
Parkinsonia,Parkinsonia,genus
Parkinsonia,Animalia,kingdom
Parkinsonia,Mollusca,phylum
Parkinsonia,Cephalopoda,class
Parkinsonia,Parkinsoniidae,family
Parkinsonia,Parkinsonia,genus
Pinus edulis-type,Plantae,kingdom
Pinus edulis-type,Tracheophyta,phylum
Pinus edulis-type,Pinopsida,class
Pinus edulis-type,Pinales,order
Pinus edulis-type,Pinaceae,family
Pinus edulis-type,Pinus,genus
Pinus flexilis-type,Plantae,kingdom
Pinus flexilis-type,Tracheophyta,phylum
Pinus flexilis-type,Pinopsida,class
Pinus flexilis-type,Pinales,order
Pinus flexilis-type,Pinaceae,family
Pinus flexilis-type,Pinus,genus
Polygonum sensu lato undiff.,Plantae,kingdom
Polygonum sensu lato undiff.,Tracheophyta,phylum
Polygonum sensu lato undiff.,Magnoliopsida,class
Polygonum sensu lato undiff.,Caryophyllales,order
Polygonum sensu lato undiff.,Polygonaceae,family
Polygonum sensu lato undiff.,Polygonum,genus
Portulacaceae,Plantae,kingdom
Portulacaceae,Tracheophyta,phylum
Portulacaceae,Magnoliopsida,class
Portulacaceae,Caryophyllales,order
Portulacaceae,Portulacaceae,family
Ranunculus,Plantae,kingdom
Ranunculus,Tracheophyta,phylum
Ranunculus,Magnoliopsida,class
Ranunculus,Ranunculales,order
Ranunculus,Ranunculaceae,family
Ranunculus,Ranunculus,genus
Ribes,Plantae,kingdom
Ribes,Tracheophyta,phylum
Ribes,Magnoliopsida,class
Ribes,Saxifragales,order
Ribes,Grossulariaceae,family
Ribes,Ribes,genus
Rubus,Plantae,kingdom
Rubus,Tracheophyta,phylum
Rubus,Magnoliopsida,class
Rubus,Rosales,order
Rubus,Rosaceae,family
Rubus,Rubus,genus
Trixis,Plantae,kingdom
Trixis,Tracheophyta,phylum
Trixis,Magnoliopsida,class
Trixis,Asterales,order
Trixis,Asteraceae,family
Trixis,Trixis,genus
Acer negundo,Plantae,kingdom
Acer negundo,Tracheophyta,phylum
Acer negundo,Magnoliopsida,class
Acer negundo,Sapindales,order
Acer negundo,Sapindaceae,family
Acer negundo,Acer,genus
Acer negundo,Acer negundo,species
Acer saccharinum-type,Plantae,kingdom
Acer saccharinum-type,Tracheophyta,phylum
Acer saccharinum-type,Magnoliopsida,class
Acer saccharinum-type,Sapindales,order
Acer saccharinum-type,Sapindaceae,family
Acer saccharinum-type,Acer,genus
Caprifoliaceae sensu lato undiff.,Plantae,kingdom
Caprifoliaceae sensu lato undiff.,Tracheophyta,phylum
Caprifoliaceae sensu lato undiff.,Magnoliopsida,class
Caprifoliaceae sensu lato undiff.,Dipsacales,order
Caprifoliaceae sensu lato undiff.,Caprifoliaceae,family
Fraxinus (tetracolpate),Plantae,kingdom
Fraxinus (tetracolpate),Tracheophyta,phylum
Fraxinus (tetracolpate),Magnoliopsida,class
Fraxinus (tetracolpate),Lamiales,order
Fraxinus (tetracolpate),Oleaceae,family
Fraxinus (tetracolpate),Fraxinus,genus
Fraxinus (tricolpate),Plantae,kingdom
Fraxinus (tricolpate),Tracheophyta,phylum
Fraxinus (tricolpate),Magnoliopsida,class
Fraxinus (tricolpate),Lamiales,order
Fraxinus (tricolpate),Oleaceae,family
Fraxinus (tricolpate),Fraxinus,genus
Juglans cinerea,Plantae,kingdom
Juglans cinerea,Tracheophyta,phylum
Juglans cinerea,Magnoliopsida,class
Juglans cinerea,Fagales,order
Juglans cinerea,Juglandaceae,family
Juglans cinerea,Juglans,genus
Juglans cinerea,Juglans cinerea,species
Juglans nigra,Plantae,kingdom
Juglans nigra,Tracheophyta,phylum
Juglans nigra,Magnoliopsida,class
Juglans nigra,Fagales,order
Juglans nigra,Juglandaceae,family
Juglans nigra,Juglans,genus
Juglans nigra,Juglans nigra,species
Oxyria digyna,Plantae,kingdom
Oxyria digyna,Tracheophyta,phylum
Oxyria digyna,Magnoliopsida,class
Oxyria digyna,Caryophyllales,order
Oxyria digyna,Polygonaceae,family
Oxyria digyna,Oxyria,genus
Oxyria digyna,Oxyria digyna,species
Rhamnaceae,Plantae,kingdom
Rhamnaceae,Tracheophyta,phylum
Rhamnaceae,Magnoliopsida,class
Rhamnaceae,Rosales,order
Rhamnaceae,Rhamnaceae,family
Salsola,Plantae,kingdom
Salsola,Tracheophyta,phylum
Salsola,Magnoliopsida,class
Salsola,Caryophyllales,order
Salsola,Amaranthaceae,family
Salsola,Salsola,genus
Asteroideae,Animalia,kingdom
Asteroideae,Echinodermata,phylum
Asteroideae,Asteroidea,class
Cyclachaena xanthiifolia,Plantae,kingdom
Cyclachaena xanthiifolia,Tracheophyta,phylum
Cyclachaena xanthiifolia,Magnoliopsida,class
Cyclachaena xanthiifolia,Asterales,order
Cyclachaena xanthiifolia,Asteraceae,family
Cyclachaena xanthiifolia,Cyclachaena,genus
Cyclachaena xanthiifolia,Cyclachaena xanthiifolia,species
Ephedra nevadensis-type,Plantae,kingdom
Ephedra nevadensis-type,Tracheophyta,phylum
Ephedra nevadensis-type,Gnetopsida,class
Ephedra nevadensis-type,Ephedrales,order
Ephedra nevadensis-type,Ephedraceae,family
Ephedra nevadensis-type,Ephedra,genus
Shepherdia argentea,Plantae,kingdom
Shepherdia argentea,Tracheophyta,phylum
Shepherdia argentea,Magnoliopsida,class
Shepherdia argentea,Rosales,order
Shepherdia argentea,Elaeagnaceae,family
Shepherdia argentea,Shepherdia,genus
Shepherdia argentea,Shepherdia argentea,species
Abies balsamea,Plantae,kingdom
Abies balsamea,Tracheophyta,phylum
Abies balsamea,Pinopsida,class
Abies balsamea,Pinales,order
Abies balsamea,Pinaceae,family
Abies balsamea,Abies,genus
Abies balsamea,Abies balsamea,species
Acer pensylvanicum,Plantae,kingdom
Acer pensylvanicum,Tracheophyta,phylum
Acer pensylvanicum,Magnoliopsida,class
Acer pensylvanicum,Sapindales,order
Acer pensylvanicum,Sapindaceae,family
Acer pensylvanicum,Acer,genus
Acer pensylvanicum,Acer pensylvanicum,species
Acer saccharum,Plantae,kingdom
Acer saccharum,Tracheophyta,phylum
Acer saccharum,Magnoliopsida,class
Acer saccharum,Sapindales,order
Acer saccharum,Sapindaceae,family
Acer saccharum,Acer,genus
Acer saccharum,Acer saccharum,species
Acer spicatum,Plantae,kingdom
Acer spicatum,Tracheophyta,phylum
Acer spicatum,Magnoliopsida,class
Acer spicatum,Sapindales,order
Acer spicatum,Sapindaceae,family
Acer spicatum,Acer,genus
Acer spicatum,Acer spicatum,species
Alnus viridis-type,Plantae,kingdom
Alnus viridis-type,Tracheophyta,phylum
Alnus viridis-type,Magnoliopsida,class
Alnus viridis-type,Fagales,order
Alnus viridis-type,Betulaceae,family
Alnus viridis-type,Alnus,genus
Betula undiff.,Plantae,kingdom
Betula undiff.,Tracheophyta,phylum
Betula undiff.,Magnoliopsida,class
Betula undiff.,Fagales,order
Betula undiff.,Betulaceae,family
Betula undiff.,Betula,genus
Bistorta vivipara,Plantae,kingdom
Bistorta vivipara,Tracheophyta,phylum
Bistorta vivipara,Magnoliopsida,class
Bistorta vivipara,Caryophyllales,order
Bistorta vivipara,Polygonaceae,family
Bistorta vivipara,Bistorta,genus
Bistorta vivipara,Bistorta vivipara,species
Carya ovata,Plantae,kingdom
Carya ovata,Tracheophyta,phylum
Carya ovata,Magnoliopsida,class
Carya ovata,Fagales,order
Carya ovata,Juglandaceae,family
Carya ovata,Carya,genus
Carya ovata,Carya ovata,species
Castanea dentata,Plantae,kingdom
Castanea dentata,Tracheophyta,phylum
Castanea dentata,Magnoliopsida,class
Castanea dentata,Fagales,order
Castanea dentata,Fagaceae,family
Castanea dentata,Castanea,genus
Castanea dentata,Castanea dentata,species
Corylus cornuta,Plantae,kingdom
Corylus cornuta,Tracheophyta,phylum
Corylus cornuta,Magnoliopsida,class
Corylus cornuta,Fagales,order
Corylus cornuta,Betulaceae,family
Corylus cornuta,Corylus,genus
Corylus cornuta,Corylus cornuta,species
Epilobium,Plantae,kingdom
Epilobium,Tracheophyta,phylum
Epilobium,Magnoliopsida,class
Epilobium,Myrtales,order
Epilobium,Onagraceae,family
Epilobium,Epilobium,genus
Juniperus communis/Thuja occidentalis-type,Plantae,kingdom
Juniperus communis/Thuja occidentalis-type,Tracheophyta,phylum
Juniperus communis/Thuja occidentalis-type,Pinopsida,class
Juniperus communis/Thuja occidentalis-type,Pinales,order
Juniperus communis/Thuja occidentalis-type,Cupressaceae,family
Juniperus communis/Thuja occidentalis-type,Juniperus,genus
Koenigia islandica,Plantae,kingdom
Koenigia islandica,Tracheophyta,phylum
Koenigia islandica,Magnoliopsida,class
Koenigia islandica,Caryophyllales,order
Koenigia islandica,Polygonaceae,family
Koenigia islandica,Koenigia,genus
Koenigia islandica,Koenigia islandica,species
Myrica gale,Plantae,kingdom
Myrica gale,Tracheophyta,phylum
Myrica gale,Magnoliopsida,class
Myrica gale,Fagales,order
Myrica gale,Myricaceae,family
Myrica gale,Myrica,genus
Myrica gale,Myrica gale,species
Oxytropis maydelliana-type,Plantae,kingdom
Oxytropis maydelliana-type,Tracheophyta,phylum
Oxytropis maydelliana-type,Magnoliopsida,class
Oxytropis maydelliana-type,Fabales,order
Oxytropis maydelliana-type,Fabaceae,family
Oxytropis maydelliana-type,Oxytropis,genus
Pedicularis,Plantae,kingdom
Pedicularis,Tracheophyta,phylum
Pedicularis,Magnoliopsida,class
Pedicularis,Lamiales,order
Pedicularis,Orobanchaceae,family
Pedicularis,Pedicularis,genus
Picea glauca-type,Plantae,kingdom
Picea glauca-type,Tracheophyta,phylum
Picea glauca-type,Pinopsida,class
Picea glauca-type,Pinales,order
Picea glauca-type,Pinaceae,family
Picea glauca-type,Picea,genus
Picea mariana-type,Plantae,kingdom
Picea mariana-type,Tracheophyta,phylum
Picea mariana-type,Pinopsida,class
Picea mariana-type,Pinales,order
Picea mariana-type,Pinaceae,family
Picea mariana-type,Picea,genus
Picea undiff.,Plantae,kingdom
Picea undiff.,Tracheophyta,phylum
Picea undiff.,Pinopsida,class
Picea undiff.,Pinales,order
Picea undiff.,Pinaceae,family
Picea undiff.,Picea,genus
Pinaceae,Plantae,kingdom
Pinaceae,Tracheophyta,phylum
Pinaceae,Pinopsida,class
Pinaceae,Pinales,order
Pinaceae,Pinaceae,family
Pinus banksiana-type,Plantae,kingdom
Pinus banksiana-type,Tracheophyta,phylum
Pinus banksiana-type,Pinopsida,class
Pinus banksiana-type,Pinales,order
Pinus banksiana-type,Pinaceae,family
Pinus banksiana-type,Pinus,genus
Pinus strobus,Plantae,kingdom
Pinus strobus,Tracheophyta,phylum
Pinus strobus,Pinopsida,class
Pinus strobus,Pinales,order
Pinus strobus,Pinaceae,family
Pinus strobus,Pinus,genus
Pinus strobus,Pinus strobus,species
Populus balsamifera-type,Plantae,kingdom
Populus balsamifera-type,Tracheophyta,phylum
Populus balsamifera-type,Magnoliopsida,class
Populus balsamifera-type,Malpighiales,order
Populus balsamifera-type,Salicaceae,family
Populus balsamifera-type,Populus,genus
Populus tremuloides-type,Plantae,kingdom
Populus tremuloides-type,Tracheophyta,phylum
Populus tremuloides-type,Magnoliopsida,class
Populus tremuloides-type,Malpighiales,order
Populus tremuloides-type,Salicaceae,family
Populus tremuloides-type,Populus,genus
Prunus,Plantae,kingdom
Prunus,Tracheophyta,phylum
Prunus,Magnoliopsida,class
Prunus,Rosales,order
Prunus,Rosaceae,family
Prunus,Prunus,genus
Rhamnus alnifolia/Frangula alnus,Plantae,kingdom
Rhamnus alnifolia/Frangula alnus,Tracheophyta,phylum
Rhamnus alnifolia/Frangula alnus,Magnoliopsida,class
Rhamnus alnifolia/Frangula alnus,Rosales,order
Rhamnus alnifolia/Frangula alnus,Rhamnaceae,family
Rhamnus alnifolia/Frangula alnus,Rhamnus,genus
Saxifraga cernua-type,Plantae,kingdom
Saxifraga cernua-type,Tracheophyta,phylum
Saxifraga cernua-type,Magnoliopsida,class
Saxifraga cernua-type,Saxifragales,order
Saxifraga cernua-type,Saxifragaceae,family
Saxifraga cernua-type,Saxifraga,genus
Saxifraga oppositifolia-type,Plantae,kingdom
Saxifraga oppositifolia-type,Tracheophyta,phylum
Saxifraga oppositifolia-type,Magnoliopsida,class
Saxifraga oppositifolia-type,Saxifragales,order
Saxifraga oppositifolia-type,Saxifragaceae,family
Saxifraga oppositifolia-type,Saxifraga,genus
Tsuga canadensis,Plantae,kingdom
Tsuga canadensis,Tracheophyta,phylum
Tsuga canadensis,Pinopsida,class
Tsuga canadensis,Pinales,order
Tsuga canadensis,Pinaceae,family
Tsuga canadensis,Tsuga,genus
Tsuga canadensis,Tsuga canadensis,species
Anacardiaceae,Plantae,kingdom
Anacardiaceae,Tracheophyta,phylum
Anacardiaceae,Magnoliopsida,class
Anacardiaceae,Sapindales,order
Anacardiaceae,Anacardiaceae,family
Aquifoliaceae,Plantae,kingdom
Aquifoliaceae,Tracheophyta,phylum
Aquifoliaceae,Magnoliopsida,class
Aquifoliaceae,Aquifoliales,order
Aquifoliaceae,Aquifoliaceae,family
Gleditsia,Plantae,kingdom
Gleditsia,Tracheophyta,phylum
Gleditsia,Magnoliopsida,class
Gleditsia,Fabales,order
Gleditsia,Fabaceae,family
Gleditsia,Gleditsia,genus
Iva annua-type,Plantae,kingdom
Iva annua-type,Tracheophyta,phylum
Iva annua-type,Magnoliopsida,class
Iva annua-type,Asterales,order
Iva annua-type,Asteraceae,family
Iva annua-type,Iva,genus
Poaceae (Cerealia),Animalia,kingdom
